,subject_uuid,day_of_crit,session_date,session_start_time,subject_nickname,performance,performance_easy,n_trials_date,training_day,training_week,reaction_time,median_rt,learning_speed,rt_fast,rt_slow,quiescent_period,rep_errors,bias
0,00778394-c956-408d-8a6c-ca3b05a611d5,25,2019-08-16 00:00:00,2019-08-16 17:00:11,KS019,0.467647,0.467647,340,6,1,[2.55773066 2.56759297 1.68360449 1.70827742],2.1293013854980316,2,0.5132000000002108,3.0499499999999387,1.315499999999986,68.0,3.153333333333333
1,019a22c1-b944-4494-9e38-0e45ae6697bf,16,2019-09-12 00:00:00,2019-09-12 15:05:03,SWC_022,0.587983,0.587983,466,6,1,[0.483251   0.49354453 0.3244981  0.30761758],0.40222780126947555,1,0.35640000000006467,2.6396999999999764,0.7708000000000084,64.0,3.80722891566265
2,02120449-9b19-4276-a434-513886c2fb19,50,2019-03-13 00:00:00,2019-03-13 19:10:41,ibl_witten_07,0.536741,0.536741,313,6,1,[2.1204 3.5678 2.7526 3.2096],2.912599999999969,3,0.5828000000001339,4.017599999999902,0.7466000000000008,42.0,1.7814103672951624
3,034fd43f-ee35-450b-99ef-25475ce25fdc,9,2019-01-30 00:00:00,2019-01-30 14:54:20,ZM_1092,0.790514,0.799559,506,6,1,[0.66275 0.8886  1.1553  0.54    0.4414  0.35475],0.6737999999999786,0,0.4134009999997943,2.553700999999819,1.0547000000000253,29.0,1.3537419972036207
4,05e97eea-64e2-4e52-a78a-5b78875b4fa3,49,2019-03-22 00:00:00,2019-03-22 11:20:05,KS004,0.418502,0.418502,227,6,1,[5.887258   5.391415   5.48838125 5.71646426],5.6208796267089625,3,0.5772000000000617,7.268049500000018,,49.0,0.28865295288652953
5,063bc242-80a7-4356-abfe-bc9d475fa8e1,41,2018-09-24 00:00:00,2018-09-24 14:19:03,IBL_16,0.491852,0.491852,675,6,1,[0.57438959 0.6117788  0.56216781 0.55841472],0.5766877282148926,3,0.4002035461644482,1.5866692930332356,0.19916012114845216,159.0,0.6076680672268908
6,069f108c-c144-40c1-953d-2502950de79d,15,2019-10-02 00:00:00,2019-10-02 17:12:58,CSK-scan-007,0.24498,0.24498,249,6,1,[4.29659741 3.2335063  2.31960334 2.69559884],3.1363264737548864,1,0.6030999999999267,4.059999999999945,,145.0,64.94301994301993
7,0812d02d-d62b-416d-8b66-7956db34ee32,9,2020-02-27 00:00:00,2020-02-27 14:05:58,ibl_witten_19,0.791359,0.791359,949,6,1,[0.76895977 0.62766641 0.26387266 0.24592031],0.4766047851559847,0,0.2872999999995045,2.0089499999999703,,56.0,2.2772006560962277
8,082fa374-a10c-4c47-9c50-1c23e7490e30,20,2020-02-24 00:00:00,2020-02-24 13:32:37,SWC_038,0.600733,0.600733,546,6,1,[0.58288485 0.70000555 0.53022968 0.46381317],0.5692333134765448,2,0.4338999999997668,2.2306999999999846,,75.0,0.8633633633633634
9,0867050b-3bfe-4ea9-bdde-2e7b619f97fa,29,2019-11-26 00:00:00,2019-11-26 16:29:20,ZM_2242,0.417989,0.417989,189,6,1,[7.51860842 8.20913127 5.71742864 3.19989946],6.161266948486299,2,0.8081010000000788,7.23020049999991,0.7268999999998869,63.0,11.185185185185185
