,Unnamed: 0,subject,date,eid,probe,region,f1_left,f1_left_shuf,accuracy_left,accuracy_left_shuf,auroc_left,auroc_left_shuf,f1_rigt,f1_right_shuffle,accuracy_right,accuracy_right_shuf,auroc_right,auroc_right_shuf,accuracy,f1_right
0,0,CSHL045,2020-02-27,46794e05-3f6a-4d35-afb3-9165091a5a74,probe01,GRN,0.47096840621781105,0.5319549023964771,0.4110509259259259,0.4646064814814815,0.45843654301499603,0.4932828729281768,0.47096840621781105,0.5319549023964771,0.4110509259259259,0.4646064814814815,0.45843654301499603,0.4932828729281768,-0.05355555555555558,0.47096840621781105
1,0,CSHL045,2020-02-27,46794e05-3f6a-4d35-afb3-9165091a5a74,probe01,IO,0.7996370740522672,0.5320714429688963,0.6822962962962963,0.4649166666666666,0.4747436464088398,0.4929250197316496,0.7996370740522672,0.5320714429688963,0.6822962962962963,0.4649166666666666,0.4747436464088398,0.4929250197316496,0.2173796296296297,0.7996370740522672
2,0,CSHL045,2020-02-27,46794e05-3f6a-4d35-afb3-9165091a5a74,probe01,MY,0.4084296328915002,0.5372761588085916,0.3639722222222223,0.4710370370370371,0.48989581689029205,0.4907486187845304,0.4084296328915002,0.5372761588085916,0.3639722222222223,0.4710370370370371,0.48989581689029205,0.4907486187845304,-0.10706481481481478,0.4084296328915002
3,0,CSHL045,2020-02-27,46794e05-3f6a-4d35-afb3-9165091a5a74,probe01,NOD,0.5705744569223956,0.5241303413097949,0.4962361111111111,0.4571296296296296,0.481302683504341,0.4888476716653513,0.5705744569223956,0.5241303413097949,0.4962361111111111,0.4571296296296296,0.481302683504341,0.4888476716653513,0.03910648148148149,0.5705744569223956
4,0,CSHL045,2020-02-27,46794e05-3f6a-4d35-afb3-9165091a5a74,probe01,PRP,0.5133462086464821,0.5358573354467389,0.4497777777777778,0.4694351851851852,0.4826501183898975,0.4894388318863457,0.5133462086464821,0.5358573354467389,0.4497777777777778,0.4694351851851852,0.4826501183898975,0.4894388318863457,-0.0196574074074074,0.5133462086464821
5,0,CSHL045,2020-02-27,46794e05-3f6a-4d35-afb3-9165091a5a74,probe01,V4,0.2589095780106343,0.5316473295606868,0.3049537037037037,0.4635787037037037,0.4781509865824783,0.4890243093922652,0.2589095780106343,0.5316473295606868,0.3049537037037037,0.4635787037037037,0.4781509865824783,0.4890243093922652,-0.15862499999999996,0.2589095780106343
6,0,CSHL045,2020-02-27,46794e05-3f6a-4d35-afb3-9165091a5a74,probe01,arb,0.5424070313106671,0.5354796870629336,0.4676018518518518,0.4690925925925926,0.5045133385951066,0.4921,0.5424070313106671,0.5354796870629336,0.4676018518518518,0.4690925925925926,0.5045133385951066,0.4921,-0.0014907407407407924,0.5424070313106671
7,0,CSHL045,2020-02-27,46794e05-3f6a-4d35-afb3-9165091a5a74,probe01,cbc,0.5311941200532193,0.5190065245417043,0.4784907407407408,0.4561064814814815,0.4476273875295975,0.4909467245461721,0.5311941200532193,0.5190065245417043,0.4784907407407408,0.4561064814814815,0.4476273875295975,0.4909467245461721,0.022384259259259354,0.5311941200532193
8,0,CSHL045,2020-02-27,46794e05-3f6a-4d35-afb3-9165091a5a74,probe01,chpl,0.8318360195927699,0.5313933418890443,0.7262037037037037,0.4646435185185185,0.5030056827150751,0.4865439621152328,0.8318360195927699,0.5313933418890443,0.7262037037037037,0.4646435185185185,0.5030056827150751,0.4865439621152328,0.2615601851851852,0.8318360195927699
9,0,CSHL045,2020-02-27,46794e05-3f6a-4d35-afb3-9165091a5a74,probe01,mlf,0.5210870635198179,0.5320350434667442,0.466087962962963,0.4665462962962963,0.4777209944751381,0.491087134964483,0.5210870635198179,0.5320350434667442,0.466087962962963,0.4665462962962963,0.4777209944751381,0.491087134964483,-0.00045833333333328286,0.5210870635198179
