,subject,date,eid,probe,region,f1_left,f1_left_shuf,accuracy_left,accuracy_left_shuf,auroc_left,auroc_left_shuf,f1_right,f1_right_shuf,accuracy_right,accuracy_right_shuf,auroc_right,auroc_right_shuf
0,SWC_038,2020-07-31,1e45d992-c356-40e1-9be1-a506d944896f,probe00,APN,0.2558159094001821,0.37885231149028986,0.2737176470588235,0.361,0.4416543164587919,0.4915720224993886,0.2558159094001821,0.37885231149028986,0.2737176470588235,0.361,0.4416543164587919,0.4915720224993886
0,SWC_038,2020-07-31,1e45d992-c356-40e1-9be1-a506d944896f,probe00,CA,0.35691795933791637,0.5149549257066153,0.3279764705882352,0.4565882352941176,0.4897632673025189,0.4874377598434825,0.35691795933791637,0.5149549257066153,0.3279764705882352,0.4565882352941176,0.4897632673025189,0.4874377598434825
0,SWC_038,2020-07-31,1e45d992-c356-40e1-9be1-a506d944896f,probe00,DG-mo,0.24615198623369747,0.4138439829809087,0.2597941176470588,0.3941294117647059,0.34857190022010276,0.4845256786500367,0.24615198623369747,0.4138439829809087,0.2597941176470588,0.3941294117647059,0.34857190022010276,0.4845256786500367
0,SWC_038,2020-07-31,1e45d992-c356-40e1-9be1-a506d944896f,probe00,DG-sg,0.204107351402789,0.33114380409273086,0.2579882352941177,0.3278352941176471,0.529994497432135,0.49497358767424793,0.204107351402789,0.33114380409273086,0.2579882352941177,0.3278352941176471,0.529994497432135,0.49497358767424793
0,SWC_038,2020-07-31,1e45d992-c356-40e1-9be1-a506d944896f,probe00,SNr,0.3411723762767025,0.4566345072924892,0.32669999999999993,0.4167352941176471,0.47204047444362923,0.48740327708486186,0.3411723762767025,0.4566345072924892,0.32669999999999993,0.4167352941176471,0.47204047444362923,0.48740327708486186
0,SWC_038,2020-07-31,1e45d992-c356-40e1-9be1-a506d944896f,probe01,ACB,0.31170209647866354,0.33785126557596706,0.3035588235294117,0.3216823529411764,0.5117412570310589,0.4974347028613353,0.31170209647866354,0.33785126557596706,0.3035588235294117,0.3216823529411764,0.5117412570310589,0.4974347028613353
0,SWC_038,2020-07-31,1e45d992-c356-40e1-9be1-a506d944896f,probe01,CP,0.26819807868496803,0.28181787775052136,0.28820588235294115,0.29704705882352944,0.5105611396429445,0.49229530447542186,0.26819807868496803,0.28181787775052136,0.28820588235294115,0.29704705882352944,0.5105611396429445,0.49229530447542186
0,SWC_038,2020-07-31,1e45d992-c356-40e1-9be1-a506d944896f,probe01,MOs,0.47043037919524877,0.46430274294615814,0.41814705882352937,0.4231823529411764,0.4572838102225483,0.48769576913670826,0.47043037919524877,0.46430274294615814,0.41814705882352937,0.4231823529411764,0.4572838102225483,0.48769576913670826
0,SWC_038,2020-07-31,1e45d992-c356-40e1-9be1-a506d944896f,probe01,MOs,0.48017954366671484,0.4669415048507833,0.42497647058823523,0.42278235294117644,0.4542663242846662,0.48739948642699926,0.48017954366671484,0.4669415048507833,0.42497647058823523,0.42278235294117644,0.4542663242846662,0.48739948642699926
0,SWC_038,2020-07-31,1e45d992-c356-40e1-9be1-a506d944896f,probe01,MOs,0.4681856247585641,0.467095718274893,0.41917647058823526,0.42374705882352937,0.45330141843971633,0.4863003179261433,0.4681856247585641,0.467095718274893,0.41917647058823526,0.42374705882352937,0.45330141843971633,0.4863003179261433
