,Unnamed: 0,subject,date,eid,probe,region,f1,f1_shuffle,accuracy,accuracry_shuffle,auroc,auroc_shuffle,accuracy_shuffle
0,0,CSHL045,2020-02-27,46794e05-3f6a-4d35-afb3-9165091a5a74,probe01,GRN,0.31803695323663045,0.4432337852280841,0.5062761506276151,0.5000697350069735,0.4939830311791826,0.4980439751504259,0.5000697350069735
1,0,CSHL045,2020-02-27,46794e05-3f6a-4d35-afb3-9165091a5a74,probe01,IO,0.12819156797830786,0.4469382540838702,0.5266457461645746,0.497976290097629,0.4647475306712511,0.4959772329452216,0.497976290097629
2,0,CSHL045,2020-02-27,46794e05-3f6a-4d35-afb3-9165091a5a74,probe01,MY,0.3330302685539982,0.4491839010819935,0.5093110181311019,0.4984867503486751,0.4977631007267329,0.4970748847386106,0.4984867503486751
3,0,CSHL045,2020-02-27,46794e05-3f6a-4d35-afb3-9165091a5a74,probe01,NOD,0.4750568635206672,0.4526671285226464,0.5151534170153417,0.4983040446304045,0.5293166601547237,0.497414749550676,0.4983040446304045
4,0,CSHL045,2020-02-27,46794e05-3f6a-4d35-afb3-9165091a5a74,probe01,PRP,0.5736086950983001,0.4464489634767977,0.5173695955369596,0.4993291492329149,0.5613476517933891,0.4973310619676487,0.4993291492329149
5,0,CSHL045,2020-02-27,46794e05-3f6a-4d35-afb3-9165091a5a74,probe01,arb,0.4603190080994221,0.4399469930752878,0.5089191073919107,0.5004951185495119,0.5123164257247793,0.4986536922716262,0.5004951185495119
6,0,CSHL045,2020-02-27,46794e05-3f6a-4d35-afb3-9165091a5a74,probe01,cbc,0.25477020898942804,0.4517912141836697,0.5509288702928871,0.4999414225941423,0.5141940806439008,0.4992297139954677,0.4999414225941423
7,0,CSHL045,2020-02-27,46794e05-3f6a-4d35-afb3-9165091a5a74,probe01,tspc,0.5444938215878775,0.43912185732872333,0.5130739191073921,0.4999442119944211,0.5269519027897163,0.4980501289364695,0.4999442119944211
8,0,CSHL045,2020-02-26,fa704052-147e-46f6-b190-a65b837e605e,probe00,MB,0.34776712531192544,0.4524608016967116,0.461721919302072,0.4995747001090513,0.4769098527935765,0.4983435621086842,0.4995747001090513
9,0,CSHL045,2020-02-26,fa704052-147e-46f6-b190-a65b837e605e,probe00,MRN,0.4765387698130572,0.4522431208763984,0.4838113413304253,0.49901962922573606,0.4597286359508674,0.4975903479424557,0.49901962922573606
10,0,CSHL045,2020-02-26,fa704052-147e-46f6-b190-a65b837e605e,probe00,RSPv5,0.5032275975421523,0.4631601622344551,0.5054438386041439,0.5004612868047983,0.5238196649620036,0.4977374157625579,0.5004612868047983
11,0,CSHL045,2020-02-26,fa704052-147e-46f6-b190-a65b837e605e,probe00,RSPv6a,0.4552400947522561,0.4528870417229486,0.4752224645583424,0.4992442748091603,0.4713442814127993,0.4984568274148066,0.4992442748091603
12,0,CSHL045,2020-02-26,fa704052-147e-46f6-b190-a65b837e605e,probe00,SCdg,0.604564420462409,0.4513422202528337,0.5182639040348963,0.4988724100327154,0.5073227046790614,0.497438149404961,0.4988724100327154
