,subject,date,eid,probe,region,f1_left,f1_left_shuf,accuracy_left,accuracy_left_shuf,auroc_left,auroc_left_shuf,f1_right,f1_right_shuffle,accuracy_right,accuracy_right_shuf,auroc_right,auroc_right_shuf
0,CSHL045,2020-02-27,46794e05-3f6a-4d35-afb3-9165091a5a74,probe01,GRN,0.4465400777964897,0.4844448910532034,0.36893055555555554,0.41075,0.4409538279400158,0.49379455406471984,0.4465400777964897,0.4844448910532034,0.36893055555555554,0.41075,0.4409538279400158,0.49379455406471984
0,CSHL045,2020-02-27,46794e05-3f6a-4d35-afb3-9165091a5a74,probe01,IO,0.7106089793755314,0.4918612010296781,0.5729027777777779,0.41680555555555554,0.4212662983425414,0.49518634569850034,0.7106089793755314,0.4918612010296781,0.5729027777777779,0.41680555555555554,0.4212662983425414,0.49518634569850034
0,CSHL045,2020-02-27,46794e05-3f6a-4d35-afb3-9165091a5a74,probe01,MY,0.5337534610598216,0.4984078854931757,0.43253703703703705,0.41993055555555553,0.5061046566692976,0.4923559589581689,0.5337534610598216,0.4984078854931757,0.43253703703703705,0.41993055555555553,0.5061046566692976,0.4923559589581689
0,CSHL045,2020-02-27,46794e05-3f6a-4d35-afb3-9165091a5a74,probe01,NOD,0.5350747000013724,0.49183078386232715,0.44509259259259254,0.4170601851851852,0.47860126282557225,0.49667868981846885,0.5350747000013724,0.49183078386232715,0.44509259259259254,0.4170601851851852,0.47860126282557225,0.49667868981846885
0,CSHL045,2020-02-27,46794e05-3f6a-4d35-afb3-9165091a5a74,probe01,PRP,0.45731216772789784,0.4907525634783967,0.3865925925925926,0.41521296296296295,0.5121726124704026,0.4929975532754538,0.45731216772789784,0.4907525634783967,0.3865925925925926,0.41521296296296295,0.5121726124704026,0.4929975532754538
0,CSHL045,2020-02-27,46794e05-3f6a-4d35-afb3-9165091a5a74,probe01,arb,0.42496271166599836,0.4758497851033921,0.357,0.40335185185185185,0.48016298342541436,0.4938617205998422,0.42496271166599836,0.4758497851033921,0.357,0.40335185185185185,0.48016298342541436,0.4938617205998422
0,CSHL045,2020-02-27,46794e05-3f6a-4d35-afb3-9165091a5a74,probe01,cbc,0.46982133247820357,0.47851601837158125,0.39581481481481484,0.4068888888888889,0.44486732438831883,0.4931090765588003,0.46982133247820357,0.47851601837158125,0.39581481481481484,0.4068888888888889,0.44486732438831883,0.4931090765588003
0,CSHL045,2020-02-27,46794e05-3f6a-4d35-afb3-9165091a5a74,probe01,tspc,0.35228316522466163,0.4788196342762839,0.31674074074074077,0.4065046296296297,0.45408681925808997,0.4928910812943962,0.35228316522466163,0.4788196342762839,0.31674074074074077,0.4065046296296297,0.45408681925808997,0.4928910812943962
0,CSHL045,2020-02-26,fa704052-147e-46f6-b190-a65b837e605e,probe00,MRN,0.7522554414354288,0.3991510216325927,0.637006289308176,0.38303144654088045,0.5616091731266151,0.4955312015503876,0.7522554414354288,0.3991510216325927,0.637006289308176,0.38303144654088045,0.5616091731266151,0.4955312015503876
0,CSHL045,2020-02-26,fa704052-147e-46f6-b190-a65b837e605e,probe00,RSPagl5,0.19978019116097914,0.38859147622012136,0.26935220125786163,0.3765345911949685,0.5139807816537468,0.49697273901808786,0.19978019116097914,0.38859147622012136,0.26935220125786163,0.3765345911949685,0.5139807816537468,0.49697273901808786
