,subject,date,eid,probe,region,f1,accuracy,auroc,chance_level
0,CSHL047,2020-01-21,b52182e7-39f6-4914-9717-136db589706e,probe01,VISpm,0.43396226415094336,0.5081967213114754,0.547451849143447,0.4901639344262295
0,CSHL047,2020-01-21,b52182e7-39f6-4914-9717-136db589706e,probe01,VISpm,0.43396226415094336,0.5081967213114754,0.547451849143447,0.4901639344262295
0,CSHL047,2020-01-21,b52182e7-39f6-4914-9717-136db589706e,probe01,alv,0.3792325056433409,0.5491803278688525,0.5995709169901816,0.4901639344262295
0,CSHL047,2020-01-21,b52182e7-39f6-4914-9717-136db589706e,probe01,fp,0.6057838660578386,0.5754098360655737,0.6242243706244824,0.4901639344262295
0,CSHL047,2020-01-21,b52182e7-39f6-4914-9717-136db589706e,probe01,or,0.6380208333333334,0.5442622950819672,0.5220402413188657,0.4901639344262295
0,NYU-12,2020-01-20,4364a246-f8d7-4ce7-ba23-a098104b96e4,probe01,LD,0.5699831365935918,0.4504310344827586,0.4110857079127865,0.4892241379310345
0,NYU-12,2020-01-20,4364a246-f8d7-4ce7-ba23-a098104b96e4,probe01,LHA,0.3924050632911392,0.5862068965517241,0.5127232848194205,0.4892241379310345
0,NYU-12,2020-01-20,4364a246-f8d7-4ce7-ba23-a098104b96e4,probe01,PO,0.6867088607594937,0.5732758620689655,0.5837376159408167,0.4892241379310345
0,NYU-12,2020-01-20,4364a246-f8d7-4ce7-ba23-a098104b96e4,probe01,TU,0.6125211505922166,0.5064655172413793,0.5348612427740292,0.4892241379310345
0,NYU-12,2020-01-20,4364a246-f8d7-4ce7-ba23-a098104b96e4,probe01,VAL,0.3525835866261398,0.540948275862069,0.4862822729047008,0.4892241379310345
0,NYU-12,2020-01-20,4364a246-f8d7-4ce7-ba23-a098104b96e4,probe01,VM,0.5869218500797448,0.4418103448275862,0.30382534991356713,0.4892241379310345
0,NYU-12,2020-01-20,4364a246-f8d7-4ce7-ba23-a098104b96e4,probe01,ZI,0.4909090909090909,0.5172413793103449,0.5471384226472611,0.4892241379310345
0,SWC_015,2020-01-20,34d20aff-10e5-4a07-8b08-64051a1dc6ac,probe00,CA,0.6451104100946372,0.5273109243697479,0.46098191214470285,0.45168067226890757
0,SWC_015,2020-01-20,34d20aff-10e5-4a07-8b08-64051a1dc6ac,probe00,CA,0.6451104100946372,0.5273109243697479,0.46098191214470285,0.45168067226890757
0,SWC_015,2020-01-20,34d20aff-10e5-4a07-8b08-64051a1dc6ac,probe00,DG-mo,0.6484375,0.5273109243697479,0.4998351599394102,0.45168067226890757
