,subject,date,eid,probe,region,f1_left,f1_left_shuf,accuracy_left,accuracy_left_shuf,auroc_left,auroc_left_shuf,f1_right,f1_right_shuffle,accuracy_right,accuracy_right_shuf,auroc_right,auroc_right_shuf
0,CSHL045,2020-02-27,46794e05-3f6a-4d35-afb3-9165091a5a74,probe01,GRN,0.4920067492670517,0.5116034121421991,0.42284259259259255,0.4523657407407407,0.45546771902131017,0.49096424625098656,0.4920067492670517,0.5116034121421991,0.42284259259259255,0.4523657407407407,0.45546771902131017,0.49096424625098656
0,CSHL045,2020-02-27,46794e05-3f6a-4d35-afb3-9165091a5a74,probe01,IO,0.7946866267983417,0.5162153674399242,0.6743981481481481,0.45468055555555553,0.45721120757695344,0.48883441199684297,0.7946866267983417,0.5162153674399242,0.6743981481481481,0.45468055555555553,0.45721120757695344,0.48883441199684297
0,CSHL045,2020-02-27,46794e05-3f6a-4d35-afb3-9165091a5a74,probe01,MY,0.5098863975581311,0.5165432370481843,0.43133796296296295,0.4521203703703704,0.4847213891081294,0.4855456195737963,0.5098863975581311,0.5165432370481843,0.43133796296296295,0.4521203703703704,0.4847213891081294,0.4855456195737963
0,CSHL045,2020-02-27,46794e05-3f6a-4d35-afb3-9165091a5a74,probe01,NOD,0.6029574306872548,0.5063082462276367,0.5262592592592592,0.44657407407407407,0.4770316495659037,0.48849913180741905,0.6029574306872548,0.5063082462276367,0.5262592592592592,0.44657407407407407,0.4770316495659037,0.48849913180741905
0,CSHL045,2020-02-27,46794e05-3f6a-4d35-afb3-9165091a5a74,probe01,PRP,0.5438493283194707,0.5150422380583715,0.4775138888888889,0.45460648148148153,0.49737103393843723,0.4863459352801894,0.5438493283194707,0.5150422380583715,0.4775138888888889,0.45460648148148153,0.49737103393843723,0.4863459352801894
0,CSHL045,2020-02-27,46794e05-3f6a-4d35-afb3-9165091a5a74,probe01,V,0.2475809735304126,0.5162977142816984,0.29344444444444445,0.4531527777777778,0.43087624309392264,0.48869344909234413,0.2475809735304126,0.5162977142816984,0.29344444444444445,0.4531527777777778,0.43087624309392264,0.48869344909234413
0,CSHL045,2020-02-27,46794e05-3f6a-4d35-afb3-9165091a5a74,probe01,arb,0.48499485310569296,0.513136615313839,0.4215277777777778,0.4499537037037037,0.4736507498026835,0.48893299131807416,0.48499485310569296,0.513136615313839,0.4215277777777778,0.4499537037037037,0.4736507498026835,0.48893299131807416
0,CSHL045,2020-02-27,46794e05-3f6a-4d35-afb3-9165091a5a74,probe01,cbc,0.5418031023934812,0.5203155173906766,0.47864814814814816,0.4565324074074074,0.4540648776637727,0.4903485398579321,0.5418031023934812,0.5203155173906766,0.47864814814814816,0.4565324074074074,0.4540648776637727,0.4903485398579321
0,CSHL045,2020-02-27,46794e05-3f6a-4d35-afb3-9165091a5a74,probe01,chpl,0.8395732114658778,0.49893484692797574,0.7342407407407406,0.440949074074074,0.4705162588792423,0.4877854775059195,0.8395732114658778,0.49893484692797574,0.7342407407407406,0.440949074074074,0.4705162588792423,0.4877854775059195
0,CSHL045,2020-02-27,46794e05-3f6a-4d35-afb3-9165091a5a74,probe01,mlf,0.5676257482953702,0.5098192714733344,0.4906388888888889,0.4475972222222222,0.48067876874506704,0.48741341752170486,0.5676257482953702,0.5098192714733344,0.4906388888888889,0.4475972222222222,0.48067876874506704,0.48741341752170486
