,subject,date,eid,probe,region,f1,f1_shuffle,accuracy,accuracy_shuffle,auroc,auroc_shuffle
0,CSHL045,2020-02-27,46794e05-3f6a-4d35-afb3-9165091a5a74,probe01,GRN,0.31646715940003217,0.4447435645010675,0.5070641562064157,0.498952580195258,0.49375075799015394,0.49585458310541536
0,CSHL045,2020-02-27,46794e05-3f6a-4d35-afb3-9165091a5a74,probe01,IO,0.12700422405532227,0.4360994829904901,0.5272008368200837,0.500673640167364,0.46545814253340634,0.49765446198327734
0,CSHL045,2020-02-27,46794e05-3f6a-4d35-afb3-9165091a5a74,probe01,MY,0.3349702405994608,0.4478580459539256,0.5108786610878661,0.4990041841004184,0.499029694459639,0.49739724544815195
0,CSHL045,2020-02-27,46794e05-3f6a-4d35-afb3-9165091a5a74,probe01,NOD,0.483489676981477,0.43916253401415456,0.5132691771269178,0.5000055788005578,0.5302755489567866,0.49817682269281865
0,CSHL045,2020-02-27,46794e05-3f6a-4d35-afb3-9165091a5a74,probe01,PRP,0.5713850860037746,0.44980371815203257,0.518281729428173,0.4989860529986053,0.5622156364772993,0.4962896772681097
0,CSHL045,2020-02-27,46794e05-3f6a-4d35-afb3-9165091a5a74,probe01,arb,0.458504068530406,0.4437567295680254,0.5080223152022315,0.49926638772663884,0.5104607994061108,0.49697606470266464
0,CSHL045,2020-02-27,46794e05-3f6a-4d35-afb3-9165091a5a74,probe01,cbc,0.25569883279764255,0.4426161927174005,0.5511589958158996,0.5002733612273361,0.5118552668594201,0.49826901226850046
0,CSHL045,2020-02-27,46794e05-3f6a-4d35-afb3-9165091a5a74,probe01,tspc,0.5397241353848795,0.45294115224046083,0.5111715481171548,0.49898326359832634,0.5259670117996406,0.4988959599906228
0,CSHL045,2020-02-26,fa704052-147e-46f6-b190-a65b837e605e,probe00,MRN,0.66294250615179,0.4517592812479049,0.516205016357688,0.4987753544165757,0.4198095803661042,0.4971967595469101
0,CSHL045,2020-02-26,fa704052-147e-46f6-b190-a65b837e605e,probe00,RSPagl,0.5135225746192198,0.45068363390247124,0.5021886586695747,0.49989967284623776,0.49763270563494716,0.4991275653586962
0,CSHL045,2020-02-26,fa704052-147e-46f6-b190-a65b837e605e,probe00,RSPagl,0.510425524033463,0.46416066205597883,0.5019509269356598,0.5002617230098146,0.4972069588491134,0.49796215408880173
0,CSHL045,2020-02-26,fa704052-147e-46f6-b190-a65b837e605e,probe00,RSPagl,0.4975952340134861,0.46398370952581947,0.5001057797164667,0.5002061068702289,0.4984569086651054,0.49753037327343125
0,CSHL045,2020-02-26,fa704052-147e-46f6-b190-a65b837e605e,probe00,RSPv,0.4521144004595738,0.4448159634308874,0.4952093784078517,0.4978713195201745,0.49022437747932895,0.4972899703675381
0,CSHL045,2020-02-26,fa704052-147e-46f6-b190-a65b837e605e,probe00,RSPv,0.4514769854136341,0.4693784024583166,0.49493020719738273,0.4999236641221374,0.49050979305070974,0.49645334799025
0,CSHL045,2020-02-26,fa704052-147e-46f6-b190-a65b837e605e,probe00,RSPv,0.4440165031094793,0.44760110817216703,0.49375899672846235,0.49863249727371867,0.4896179395880132,0.4975425082445156
0,CSHL045,2020-02-26,fa704052-147e-46f6-b190-a65b837e605e,probe00,RSPv,0.44301730472330597,0.46748155604652175,0.49485169029443843,0.5004362050163577,0.4907602399273527,0.4971691440042059
0,CSHL045,2020-02-26,fa704052-147e-46f6-b190-a65b837e605e,probe00,SCiw,0.5367916773794118,0.4609744079520968,0.4976717557251908,0.4993173391494002,0.4770081226401568,0.4966749868565693
0,CSHL045,2020-02-26,fa704052-147e-46f6-b190-a65b837e605e,probe00,SCop,0.6441821247892073,0.4694988014737033,0.5398037077426391,0.5011112322791712,0.5071978205802229,0.4982447808631649
0,CSHL045,2020-02-26,fa704052-147e-46f6-b190-a65b837e605e,probe01,ICe,0.21222126675435704,0.469405208358923,0.4738037077426391,0.5002082878953108,0.47406132963724135,0.4982493237107489
0,CSHL045,2020-02-26,fa704052-147e-46f6-b190-a65b837e605e,probe01,MB,0.4756591243515804,0.4608930710963609,0.5091504907306433,0.4990447110141767,0.5186477178224921,0.497469906323185
0,CSHL045,2020-02-26,fa704052-147e-46f6-b190-a65b837e605e,probe01,NLL,0.5552785554058876,0.47145288460644813,0.502515812431843,0.5010054525627045,0.47999336854179614,0.4988236796826459
0,CSHL045,2020-02-26,fa704052-147e-46f6-b190-a65b837e605e,probe01,PSV,0.4410302355185963,0.47159936514930983,0.4821864776444929,0.500278080697928,0.4567680996988959,0.49790508531281363
0,CSHL045,2020-02-26,fa704052-147e-46f6-b190-a65b837e605e,probe01,SAG,0.599334522980635,0.461347892040634,0.5122279171210469,0.4995790621592148,0.48374594226449363,0.49767793098504043
0,CSHL045,2020-02-26,fa704052-147e-46f6-b190-a65b837e605e,probe01,mcp,0.45502294105117,0.4582094082434053,0.48045692475463464,0.49858451472191934,0.4725144936194618,0.49761025187592606
0,CSHL045,2020-02-26,fa704052-147e-46f6-b190-a65b837e605e,probe01,void,0.4969740215684098,0.47147530904130397,0.4954362050163577,0.5009760087241003,0.48902887970176356,0.49844183673469383
0,CSHL045,2020-02-25,dfd8e7df-dc51-4589-b6ca-7baccfeb94b4,probe00,CA,0.5643147478574014,0.4579019472801491,0.487283105022831,0.498837899543379,0.40794404559481073,0.49745547578562876
0,CSHL045,2020-02-25,dfd8e7df-dc51-4589-b6ca-7baccfeb94b4,probe00,DG-sg,0.27688576641835055,0.4649378983534834,0.44059817351598174,0.4998219178082192,0.4792872557045994,0.49756875957763924
0,CSHL045,2020-02-25,dfd8e7df-dc51-4589-b6ca-7baccfeb94b4,probe00,Eth,0.6449369572915957,0.46280668830456134,0.564068493150685,0.4987077625570776,0.5125517349959066,0.4946839116653022
