,subject,date,eid,probe,region,f1,f1_shuffle,accuracy,accuracy_shuffle,auroc,auroc_shuffle
0,SWC_038,2020-07-31,1e45d992-c356-40e1-9be1-a506d944896f,probe00,APN,0.3112011764642564,0.3390194485314488,0.4997371428571429,0.5077257142857142,0.4318151414091399,0.4878413625375003
0,SWC_038,2020-07-31,1e45d992-c356-40e1-9be1-a506d944896f,probe00,CA,0.3562126683089467,0.36451546320687883,0.5054819047619048,0.5047657142857143,0.47954540820784664,0.4890169370576414
0,SWC_038,2020-07-31,1e45d992-c356-40e1-9be1-a506d944896f,probe00,DG-mo,0.3901176671682109,0.3926736521552848,0.4990247619047619,0.5045714285714286,0.4798106559286983,0.4922321163312265
0,SWC_038,2020-07-31,1e45d992-c356-40e1-9be1-a506d944896f,probe00,DG-sg,0.3641973807402984,0.33614247544427134,0.5130819047619047,0.5078419047619047,0.4740152477208517,0.48831929921649725
0,SWC_038,2020-07-31,1e45d992-c356-40e1-9be1-a506d944896f,probe00,SNr,0.43719020141911413,0.3491247090430914,0.5519752380952382,0.5073771428571429,0.5048210249614073,0.48875359712230215
0,SWC_038,2020-07-31,1e45d992-c356-40e1-9be1-a506d944896f,probe01,ACB,0.3491445059586613,0.3664570299742013,0.4921028571428571,0.5045542857142857,0.4697968863775377,0.489050731075059
0,SWC_038,2020-07-31,1e45d992-c356-40e1-9be1-a506d944896f,probe01,CP,0.34045505965529893,0.355819998197475,0.4803523809523809,0.5086247619047619,0.4502833134302274,0.491342578568724
0,SWC_038,2020-07-31,1e45d992-c356-40e1-9be1-a506d944896f,probe01,MOs,0.4195802178687868,0.3923580917819613,0.5061676190476191,0.503647619047619,0.4854719074942475,0.4909402105845687
0,SWC_038,2020-07-31,1e45d992-c356-40e1-9be1-a506d944896f,probe01,MOs,0.4181329034128645,0.39565588191482165,0.5046228571428572,0.504007619047619,0.48331525791512536,0.4917783255177235
0,SWC_038,2020-07-31,1e45d992-c356-40e1-9be1-a506d944896f,probe01,MOs,0.41840665161507323,0.39679620828601603,0.5055504761904761,0.5031428571428571,0.4854676841522733,0.4916500378644453
0,SWC_038,2020-07-31,1e45d992-c356-40e1-9be1-a506d944896f,probe01,MOs,0.4169838414065616,0.3924865245678104,0.5038495238095239,0.5031390476190476,0.4828056825794425,0.4902186817347742
0,SWC_038,2020-07-31,1e45d992-c356-40e1-9be1-a506d944896f,probe01,MOs,0.4186603158211336,0.39752641894102975,0.5055580952380953,0.50444,0.4856417659394751,0.49367955756852006
0,SWC_038,2020-07-31,1e45d992-c356-40e1-9be1-a506d944896f,probe01,fa,0.47407011667106097,0.39177270260816294,0.507327619047619,0.5040933333333334,0.5137344246060641,0.4906057437450849
0,SWC_038,2020-07-30,4d8c7767-981c-4347-8e5e-5d5fffe38534,probe00,DP,0.5328556902329007,0.5672027206060386,0.47333037037037035,0.5022918518518518,0.4447438899934897,0.492474420671089
0,SWC_038,2020-07-30,4d8c7767-981c-4347-8e5e-5d5fffe38534,probe00,ILA,0.5010600452193253,0.5683668172569853,0.4413985185185185,0.5037022222222222,0.3994852990340119,0.4949258397409956
0,SWC_038,2020-07-30,4d8c7767-981c-4347-8e5e-5d5fffe38534,probe00,MOs,0.4692887189566919,0.5713075211573095,0.4571422222222222,0.502834074074074,0.4484001856315873,0.4925515237626027
0,SWC_038,2020-07-30,4d8c7767-981c-4347-8e5e-5d5fffe38534,probe00,MOs,0.4620664662539391,0.5733949571867821,0.45565185185185186,0.5039466666666668,0.4453165502436964,0.4934833283479669
0,SWC_038,2020-07-30,4d8c7767-981c-4347-8e5e-5d5fffe38534,probe00,MOs,0.46388068903670815,0.5727889463592951,0.459842962962963,0.5027081481481481,0.44965962117079866,0.49290798919641754
0,SWC_038,2020-07-30,4d8c7767-981c-4347-8e5e-5d5fffe38534,probe00,MOs,0.46822794038265975,0.5737803894841665,0.45909777777777777,0.5037392592592592,0.451012809459293,0.49400270529445917
0,SWC_038,2020-07-30,4d8c7767-981c-4347-8e5e-5d5fffe38534,probe00,ORBm,0.5013089552201946,0.56988610678339,0.46762370370370365,0.5023362962962963,0.4551124214804779,0.49287895236922213
0,SWC_038,2020-07-30,4d8c7767-981c-4347-8e5e-5d5fffe38534,probe00,PL,0.5081082612640238,0.5671837571408261,0.48051851851851846,0.5027644444444443,0.4760569783400489,0.49393783541252434
0,SWC_038,2020-07-30,4d8c7767-981c-4347-8e5e-5d5fffe38534,probe00,TTd,0.4852706578597103,0.5659265942949707,0.4273392592592592,0.5025051851851852,0.3912681628631253,0.4934464615628244
0,SWC_038,2020-07-30,4d8c7767-981c-4347-8e5e-5d5fffe38534,probe01,AON,0.4824235266450541,0.5757597934089516,0.4392859259259259,0.5021511111111111,0.41173064944662435,0.49154650027272884
0,SWC_038,2020-07-30,4d8c7767-981c-4347-8e5e-5d5fffe38534,probe01,DP,0.4911765219997642,0.5645626606482252,0.44706518518518523,0.5031392592592593,0.424788507557229,0.4945520120352612
0,SWC_038,2020-07-30,4d8c7767-981c-4347-8e5e-5d5fffe38534,probe01,MOs,0.4763345653883439,0.5694824936603812,0.4441748148148148,0.5006666666666666,0.41794701581827465,0.4912514692168282
0,SWC_038,2020-07-30,4d8c7767-981c-4347-8e5e-5d5fffe38534,probe01,MOs,0.4780689018744375,0.5714189403477659,0.4436711111111111,0.5016103703703704,0.4179031812503299,0.4905425017155526
0,SWC_038,2020-07-30,4d8c7767-981c-4347-8e5e-5d5fffe38534,probe01,MOs,0.4723765181170443,0.5703878768944017,0.4414429629629629,0.5015081481481481,0.4143489565921208,0.49078081836257104
0,SWC_038,2020-07-30,4d8c7767-981c-4347-8e5e-5d5fffe38534,probe01,ORBm,0.533264857486131,0.5673677718363553,0.49077185185185185,0.5013288888888888,0.4727497888550666,0.4922778139461228
0,SWC_038,2020-07-30,4d8c7767-981c-4347-8e5e-5d5fffe38534,probe01,ORBvl,0.5131922022873014,0.5693337590209242,0.465282962962963,0.5020222222222223,0.441669874896627,0.4918500607041683
0,SWC_038,2020-07-29,41872d7f-75cb-4445-bb1a-132b354c44f0,probe00,ACB,0.19087573876438396,0.2898223163560146,0.4537714285714287,0.5321190476190475,0.36878920246247493,0.4900967120887229
0,SWC_038,2020-07-29,41872d7f-75cb-4445-bb1a-132b354c44f0,probe00,CP,0.2313610654329881,0.2663777680929942,0.48099761904761906,0.5334047619047619,0.40773280533075096,0.4870135113324572
0,SWC_038,2020-07-29,41872d7f-75cb-4445-bb1a-132b354c44f0,probe01,APN,0.24344748506051586,0.3009633374030577,0.4541666666666667,0.529852380952381,0.3766720504484563,0.4916323003850499
0,SWC_038,2020-07-29,41872d7f-75cb-4445-bb1a-132b354c44f0,probe01,CA,0.2621085176789139,0.3081979545953526,0.47280476190476195,0.5275761904761905,0.4379374236240806,0.4906468838624888
0,SWC_038,2020-07-29,41872d7f-75cb-4445-bb1a-132b354c44f0,probe01,DG-po,0.3429625161592398,0.3070311932902687,0.4802428571428572,0.5288738095238096,0.42993776947730045,0.49008814645731014
0,SWC_038,2020-07-29,41872d7f-75cb-4445-bb1a-132b354c44f0,probe01,DG-sg,0.32702217700528885,0.30330247152117784,0.48096190476190476,0.5280452380952381,0.45817054022272946,0.48918368264508544
0,SWC_038,2020-07-29,41872d7f-75cb-4445-bb1a-132b354c44f0,probe01,POL,0.19542966302639977,0.2785678080584055,0.4114880952380953,0.533197619047619,0.28772639551774226,0.49055681215558783
0,SWC_038,2020-07-29,41872d7f-75cb-4445-bb1a-132b354c44f0,probe01,VISa,0.2765018598368897,0.297694330701156,0.4691357142857144,0.5297142857142858,0.4293696940351848,0.4892585137534297
0,SWC_038,2020-07-29,41872d7f-75cb-4445-bb1a-132b354c44f0,probe01,VISa,0.27844065723788947,0.2973627323282389,0.47070238095238104,0.5294404761904762,0.4307310184224482,0.4888899956191925
0,SWC_038,2020-07-29,41872d7f-75cb-4445-bb1a-132b354c44f0,probe01,VISa,0.28118804065535324,0.29890717106270925,0.4702761904761905,0.530040476190476,0.4306055313458302,0.49188864679163496
0,SWC_038,2020-07-29,41872d7f-75cb-4445-bb1a-132b354c44f0,probe01,VISa,0.27944787952814126,0.2985454223137163,0.46857857142857146,0.5298690476190475,0.428996576053123,0.49059327661340524
0,SWC_038,2020-07-29,41872d7f-75cb-4445-bb1a-132b354c44f0,probe01,VISa,0.2796340758537831,0.3000647049122855,0.4698523809523811,0.5310142857142858,0.4303102188098038,0.4906691337529686
0,SWC_038,2020-07-29,41872d7f-75cb-4445-bb1a-132b354c44f0,probe01,VISa,0.2783654349833115,0.29806360558872286,0.46959285714285715,0.5299285714285713,0.4289093864563879,0.49065551866454543
